parcel_id,stop_id,suburb,package_type,service_class,length_cm,width_cm,height_cm,weight_kg,cube_litres,manifest_date
AP20250602020917,S11391,Waterloo,large_parcel,ATL,58.4,48.7,32.4,10.56,92.15,2025-06-02
AP20250602020918,S11391,Waterloo,small_satchel,ATL,23.6,17.5,2.8,0.41,1.16,2025-06-02
AP20250602020919,S11391,Waterloo,medium_satchel,ATL,31.1,23.7,6.1,0.96,4.5,2025-06-02
AP20250602020920,S11391,Waterloo,small_parcel,ATL,34.7,28.1,19.8,1.72,19.31,2025-06-02
AP20250602020921,S11391,Waterloo,small_satchel,SIG,26.7,17.4,2.8,0.44,1.3,2025-06-02
AP20250602020922,S11392,Waterloo,small_satchel,ATL,23.7,18.9,3.2,0.46,1.43,2025-06-02
AP20250602020923,S11392,Waterloo,large_parcel,SIG,55.5,46.8,38.7,8.65,100.52,2025-06-02
AP20250602020924,S11393,Waterloo,small_parcel,SIG,31.6,29.5,19.6,2.07,18.27,2025-06-02
AP20250602020925,S11394,Waterloo,small_satchel,ATL,26.2,19.4,3.1,0.43,1.58,2025-06-02
AP20250602020926,S11394,Waterloo,small_parcel,ATL,32.6,27.9,16.7,1.96,15.19,2025-06-02
AP20250602020927,S11394,Waterloo,extra_large,SIG,82.7,63.0,42.7,17.11,222.47,2025-06-02
AP20250602020928,S11395,Waterloo,small_satchel,ATL,23.2,18.1,2.7,0.37,1.13,2025-06-02
AP20250602020929,S11396,Waterloo,small_satchel,ATL,23.4,18.4,3.0,0.35,1.29,2025-06-02
AP20250602020930,S11397,Waterloo,medium_satchel,CARD,32.4,20.9,6.2,1.03,4.2,2025-06-02
AP20250602020931,S11398,Waterloo,small_satchel,CARD,25.0,19.2,2.7,0.41,1.3,2025-06-02
AP20250602020932,S11399,Waterloo,small_satchel,CARD,24.1,19.2,2.8,0.41,1.3,2025-06-02
AP20250602020933,S11399,Waterloo,small_parcel,ATL,29.5,29.6,17.6,2.05,15.37,2025-06-02
AP20250602020934,S11399,Waterloo,medium_parcel,CARD,43.0,33.4,25.8,5.58,37.05,2025-06-02
AP20250602020935,S11399,Waterloo,small_parcel,SIG,31.9,26.8,17.6,1.86,15.05,2025-06-02
AP20250602020936,S11399,Waterloo,small_satchel,SIG,26.7,18.3,3.2,0.43,1.56,2025-06-02
AP20250602020937,S11400,Waterloo,small_parcel,ATL,29.8,28.8,18.4,2.16,15.79,2025-06-02
AP20250602020938,S11400,Waterloo,small_satchel,ATL,26.6,17.1,2.8,0.41,1.27,2025-06-02
AP20250602020939,S11401,Waterloo,medium_satchel,ATL,29.5,23.1,6.2,0.84,4.22,2025-06-02
AP20250602020940,S11401,Waterloo,small_satchel,SIG,24.9,17.2,3.3,0.38,1.41,2025-06-02
AP20250602020941,S11401,Waterloo,large_parcel,CARD,59.5,42.3,34.9,10.07,87.84,2025-06-02
AP20250602020942,S11401,Waterloo,large_parcel,SIG,60.0,41.5,34.5,11.46,85.91,2025-06-02
AP20250602020943,S11401,Waterloo,medium_parcel,ATL,49.1,34.7,26.6,4.69,45.32,2025-06-02
AP20250602020944,S11401,Waterloo,small_parcel,CARD,32.1,29.6,17.0,1.81,16.15,2025-06-02
AP20250602020945,S11401,Waterloo,medium_satchel,SIG,33.7,24.0,5.7,0.98,4.61,2025-06-02
AP20250602020946,S11402,Waterloo,small_parcel,ATL,34.1,27.5,19.7,2.03,18.47,2025-06-02
AP20250602020947,S11402,Waterloo,large_parcel,ATL,57.0,47.0,36.1,9.58,96.71,2025-06-02
AP20250602020948,S11402,Waterloo,small_satchel,ATL,24.6,17.6,2.7,0.42,1.17,2025-06-02
AP20250602020949,S11403,Waterloo,small_satchel,ATL,26.2,18.2,2.9,0.46,1.38,2025-06-02
AP20250602020950,S11403,Waterloo,medium_satchel,ATL,30.6,22.8,5.6,0.79,3.91,2025-06-02
AP20250602020951,S11404,Waterloo,small_satchel,ATL,23.3,18.0,3.2,0.42,1.34,2025-06-02
AP20250602020952,S11404,Waterloo,small_satchel,ATL,24.4,18.4,2.7,0.4,1.21,2025-06-02
AP20250602020953,S11404,Waterloo,medium_parcel,ATL,48.0,36.4,25.3,4.91,44.2,2025-06-02
AP20250602020954,S11404,Waterloo,large_parcel,ATL,62.8,46.8,32.6,8.52,95.81,2025-06-02
AP20250602020955,S11404,Waterloo,small_parcel,SIG,30.2,28.9,17.3,2.1,15.1,2025-06-02
AP20250602020956,S11405,Waterloo,extra_large,SIG,74.1,64.7,37.0,19.38,177.39,2025-06-02
AP20250602020957,S11405,Waterloo,small_parcel,ATL,34.1,25.6,19.9,2.27,17.37,2025-06-02
AP20250602020958,S11405,Waterloo,small_parcel,SIG,34.0,27.6,18.8,1.71,17.64,2025-06-02
AP20250602020959,S11406,Waterloo,medium_satchel,ATL,31.2,22.7,6.2,0.8,4.39,2025-06-02
AP20250602020960,S11407,Waterloo,medium_parcel,CARD,44.3,38.4,25.0,4.92,42.53,2025-06-02
AP20250602020961,S11407,Waterloo,medium_satchel,CARD,32.4,23.5,6.6,0.91,5.03,2025-06-02
AP20250602020962,S11407,Waterloo,large_parcel,SIG,56.8,45.4,35.0,11.39,90.26,2025-06-02
AP20250602020963,S11408,Waterloo,small_satchel,CARD,24.6,18.3,3.0,0.46,1.35,2025-06-02
AP20250602020964,S11409,Waterloo,small_parcel,CARD,32.1,27.1,16.9,2.21,14.7,2025-06-02
AP20250602020965,S11409,Waterloo,small_parcel,ATL,30.5,28.3,18.4,2.29,15.88,2025-06-02
AP20250602020966,S11410,Waterloo,medium_satchel,ATL,31.0,23.5,6.6,0.81,4.81,2025-06-02
AP20250602020967,S11411,Waterloo,small_satchel,ATL,24.5,17.6,2.7,0.43,1.16,2025-06-02
AP20250602020968,S11412,Waterloo,small_satchel,ATL,24.7,17.7,2.7,0.37,1.18,2025-06-02
AP20250602020969,S11413,Waterloo,medium_satchel,SIG,30.2,22.5,6.5,0.94,4.42,2025-06-02
AP20250602020970,S11414,Waterloo,medium_satchel,CARD,31.0,22.3,5.6,0.82,3.87,2025-06-02
AP20250602020971,S11414,Waterloo,medium_satchel,ATL,34.6,24.1,5.9,0.96,4.92,2025-06-02
AP20250602020972,S11414,Waterloo,medium_parcel,ATL,44.5,33.9,27.9,5.13,42.09,2025-06-02
AP20250602020973,S11415,Waterloo,small_parcel,ATL,33.1,26.0,19.4,1.71,16.7,2025-06-02
AP20250602020974,S11416,Waterloo,medium_satchel,ATL,35.1,20.9,5.9,0.92,4.33,2025-06-02
AP20250602020975,S11416,Waterloo,medium_parcel,SIG,46.4,37.1,26.2,4.71,45.1,2025-06-02
AP20250602020976,S11417,Waterloo,small_satchel,ATL,24.6,17.9,2.9,0.36,1.28,2025-06-02
AP20250602020977,S11417,Waterloo,small_parcel,ATL,30.6,27.5,18.9,2.0,15.9,2025-06-02
AP20250602020978,S11417,Waterloo,medium_parcel,ATL,43.3,32.4,23.3,5.73,32.69,2025-06-02
AP20250602020979,S11417,Waterloo,small_satchel,CARD,23.6,17.4,3.2,0.45,1.31,2025-06-02
AP20250602020980,S11417,Waterloo,small_parcel,SIG,32.2,28.2,16.7,1.77,15.16,2025-06-02
AP20250602020981,S11417,Waterloo,small_satchel,ATL,26.7,16.9,2.8,0.45,1.26,2025-06-02
AP20250602020982,S11417,Waterloo,small_satchel,SIG,23.7,18.2,3.2,0.46,1.38,2025-06-02
AP20250602020983,S11417,Waterloo,large_parcel,ATL,63.3,48.9,35.6,10.69,110.2,2025-06-02
AP20250602020984,S11417,Waterloo,small_parcel,SIG,31.7,26.5,16.4,1.77,13.78,2025-06-02
AP20250602020985,S11417,Waterloo,small_satchel,ATL,23.4,19.1,3.2,0.39,1.43,2025-06-02
AP20250602020986,S11417,Waterloo,small_parcel,SIG,30.9,25.6,16.9,2.04,13.37,2025-06-02
AP20250602020987,S11417,Waterloo,small_satchel,ATL,23.1,17.9,2.9,0.43,1.2,2025-06-02
AP20250602020988,S11418,Waterloo,medium_satchel,SIG,34.6,21.7,6.3,0.85,4.73,2025-06-02
AP20250602020989,S11419,Waterloo,small_satchel,CARD,27.3,17.7,3.2,0.35,1.55,2025-06-02
AP20250602020990,S11420,Waterloo,small_satchel,SIG,24.9,18.8,2.8,0.46,1.31,2025-06-02
AP20250602020991,S11421,Waterloo,small_parcel,ATL,30.5,24.9,18.6,2.27,14.13,2025-06-02
AP20250602020992,S11421,Waterloo,extra_large,ATL,86.6,59.1,42.1,20.5,215.47,2025-06-02
AP20250602020993,S11422,Waterloo,small_parcel,ATL,32.4,28.0,18.1,2.16,16.42,2025-06-02
AP20250602020994,S11423,Waterloo,small_satchel,ATL,24.5,18.8,3.3,0.37,1.52,2025-06-02
AP20250602020995,S11423,Waterloo,medium_satchel,ATL,34.8,20.7,6.0,0.79,4.32,2025-06-02
AP20250602020996,S11423,Waterloo,small_parcel,ATL,31.6,28.1,17.7,2.22,15.72,2025-06-02
AP20250602020997,S11423,Waterloo,small_satchel,SIG,25.6,16.8,3.0,0.35,1.29,2025-06-02
AP20250602020998,S11424,Waterloo,small_satchel,ATL,24.6,18.4,2.7,0.4,1.22,2025-06-02
AP20250602020999,S11424,Waterloo,medium_satchel,CARD,32.2,23.8,6.1,0.99,4.67,2025-06-02
AP20250602021000,S11424,Waterloo,medium_satchel,ATL,32.5,23.3,6.2,0.97,4.69,2025-06-02
AP20250602021001,S11425,Waterloo,medium_parcel,SIG,45.7,34.2,27.2,4.85,42.51,2025-06-02
AP20250602021002,S11425,Waterloo,small_satchel,SIG,24.7,19.7,2.8,0.46,1.36,2025-06-02
AP20250602021003,S11425,Waterloo,medium_parcel,ATL,49.0,36.1,25.5,4.62,45.11,2025-06-02
AP20250602021004,S11426,Waterloo,small_satchel,ATL,23.8,18.9,3.3,0.42,1.48,2025-06-02
AP20250602021005,S11427,Waterloo,medium_parcel,SIG,49.1,34.9,26.8,5.46,45.92,2025-06-02
AP20250602021006,S11428,Waterloo,large_parcel,CARD,64.1,46.9,37.4,10.13,112.44,2025-06-02
AP20250602021007,S11428,Waterloo,large_parcel,CARD,62.1,43.2,38.5,10.11,103.28,2025-06-02
AP20250602021008,S11429,Waterloo,small_satchel,ATL,24.1,17.2,2.9,0.36,1.2,2025-06-02
AP20250602021009,S11430,Waterloo,small_parcel,CARD,32.9,28.0,19.6,2.0,18.06,2025-06-02
AP20250602021010,S11430,Waterloo,small_parcel,ATL,31.5,27.0,17.5,2.17,14.88,2025-06-02
AP20250602021011,S11430,Waterloo,small_satchel,ATL,24.0,18.0,2.8,0.42,1.21,2025-06-02
AP20250602021012,S11431,Waterloo,medium_parcel,ATL,48.2,36.2,26.4,5.13,46.06,2025-06-02
AP20250602021013,S11432,Waterloo,medium_satchel,ATL,32.5,21.5,5.6,0.8,3.91,2025-06-02
AP20250602021014,S11433,Waterloo,large_parcel,ATL,62.1,41.6,38.7,10.47,99.98,2025-06-02
AP20250602021015,S11433,Waterloo,medium_parcel,ATL,49.0,37.1,26.0,4.37,47.27,2025-06-02
AP20250602021016,S11433,Waterloo,extra_large,CARD,79.2,55.3,41.2,15.35,180.45,2025-06-02
AP20250602021017,S11434,Waterloo,extra_large,SIG,86.2,61.5,42.0,16.94,222.65,2025-06-02
AP20250602021018,S11435,Waterloo,small_parcel,CARD,34.7,25.3,16.9,1.79,14.84,2025-06-02
AP20250602021019,S11436,Waterloo,small_satchel,ATL,23.5,19.0,2.8,0.41,1.25,2025-06-02
AP20250602021020,S11436,Waterloo,large_parcel,SIG,64.7,44.5,34.2,9.27,98.47,2025-06-02
AP20250602021021,S11436,Waterloo,small_parcel,SIG,34.5,27.1,17.0,1.79,15.89,2025-06-02
AP20250602021022,S11436,Waterloo,extra_large,SIG,85.2,62.8,43.7,15.36,233.82,2025-06-02
AP20250602021023,S11436,Waterloo,small_satchel,ATL,25.4,17.5,3.0,0.41,1.33,2025-06-02
AP20250602021024,S11437,Waterloo,medium_parcel,ATL,44.7,33.6,25.6,4.97,38.45,2025-06-02
AP20250602021025,S11438,Waterloo,small_satchel,ATL,27.3,19.7,3.0,0.43,1.61,2025-06-02
AP20250602021026,S11438,Waterloo,medium_satchel,ATL,31.7,20.9,5.4,0.92,3.58,2025-06-02
AP20250602021027,S11439,Waterloo,small_parcel,ATL,29.7,26.2,20.0,2.1,15.56,2025-06-02
AP20250602021028,S11440,Waterloo,medium_satchel,ATL,32.2,20.4,6.2,0.88,4.07,2025-06-02
AP20250602021029,S11441,Waterloo,medium_satchel,CARD,32.1,22.2,6.1,0.88,4.35,2025-06-02
AP20250602021030,S11441,Waterloo,small_satchel,ATL,23.2,18.2,3.1,0.36,1.31,2025-06-02
AP20250602021031,S11441,Waterloo,small_satchel,ATL,23.5,19.1,3.2,0.44,1.44,2025-06-02
AP20250602021032,S11441,Waterloo,small_parcel,CARD,31.5,29.5,17.5,2.07,16.26,2025-06-02
AP20250602021033,S11441,Waterloo,medium_satchel,SIG,32.8,23.8,6.3,0.84,4.92,2025-06-02
AP20250602021034,S11442,Waterloo,small_parcel,ATL,29.8,28.8,19.6,2.29,16.82,2025-06-02
AP20250602021035,S11442,Waterloo,large_parcel,SIG,60.3,45.7,32.5,10.12,89.56,2025-06-02
AP20250602021036,S11442,Waterloo,small_satchel,ATL,26.0,19.4,2.9,0.39,1.46,2025-06-02
AP20250602021037,S11443,Waterloo,small_satchel,ATL,24.5,17.1,3.2,0.45,1.34,2025-06-02
AP20250602021038,S11444,Waterloo,medium_parcel,ATL,47.4,33.6,26.5,5.23,42.2,2025-06-02
AP20250602021039,S11445,Waterloo,small_satchel,CARD,27.1,18.8,2.7,0.44,1.38,2025-06-02
AP20250602021040,S11446,Waterloo,medium_satchel,ATL,32.1,21.1,6.3,0.93,4.27,2025-06-02
AP20250602021041,S11447,Waterloo,medium_parcel,ATL,44.1,32.9,23.5,4.92,34.1,2025-06-02
AP20250602021042,S11447,Waterloo,small_parcel,SIG,35.0,26.8,19.2,1.7,18.01,2025-06-02
AP20250602021043,S11448,Waterloo,small_parcel,ATL,33.9,26.8,18.8,1.94,17.08,2025-06-02
AP20250602021044,S11448,Waterloo,medium_satchel,SIG,34.6,23.5,6.6,0.81,5.37,2025-06-02
AP20250602021045,S11449,Waterloo,medium_satchel,ATL,31.1,22.3,5.5,1.02,3.81,2025-06-02
AP20250602021046,S11450,Waterloo,small_parcel,ATL,33.0,29.3,17.2,1.85,16.63,2025-06-02
AP20250602021047,S11450,Waterloo,small_satchel,ATL,27.1,19.8,2.9,0.38,1.56,2025-06-02
AP20250602021048,S11450,Waterloo,extra_large,ATL,77.1,57.0,40.8,20.03,179.3,2025-06-02
AP20250602021049,S11450,Waterloo,medium_satchel,ATL,31.3,23.1,6.0,0.99,4.34,2025-06-02
AP20250602021050,S11451,Waterloo,small_satchel,ATL,27.2,19.1,2.8,0.38,1.45,2025-06-02
AP20250602021051,S11451,Waterloo,small_parcel,SIG,32.9,29.3,16.5,2.25,15.91,2025-06-02
AP20250602021052,S11451,Waterloo,medium_satchel,SIG,33.6,21.8,6.2,0.95,4.54,2025-06-02
AP20250602021053,S11451,Waterloo,small_parcel,SIG,34.1,29.0,18.7,1.89,18.49,2025-06-02
AP20250602021054,S11451,Waterloo,large_parcel,SIG,57.9,44.4,31.9,9.32,82.01,2025-06-02
AP20250602021055,S11451,Waterloo,medium_parcel,SIG,44.9,36.4,24.6,4.33,40.21,2025-06-02
AP20250602021056,S11452,Waterloo,small_satchel,ATL,26.5,18.2,2.9,0.41,1.4,2025-06-02
AP20250602021057,S11453,Waterloo,small_satchel,SIG,24.5,19.8,3.3,0.35,1.6,2025-06-02
AP20250602021058,S11454,Waterloo,small_satchel,SIG,27.0,17.1,2.8,0.36,1.29,2025-06-02
AP20250602021059,S11455,Waterloo,small_parcel,SIG,34.9,26.8,20.0,2.28,18.71,2025-06-02
AP20250602021060,S11455,Waterloo,small_satchel,CARD,23.3,19.7,2.9,0.4,1.33,2025-06-02
AP20250602021061,S11456,Waterloo,small_satchel,ATL,23.9,19.7,3.3,0.43,1.55,2025-06-02
AP20250602021062,S11456,Waterloo,small_parcel,CARD,29.5,26.8,18.7,1.75,14.78,2025-06-02
AP20250602021063,S11456,Waterloo,small_parcel,ATL,35.1,24.9,17.0,2.12,14.86,2025-06-02
AP20250602021064,S11457,Waterloo,medium_satchel,ATL,34.4,23.8,5.8,0.92,4.75,2025-06-02
AP20250602021065,S11458,Waterloo,small_parcel,ATL,31.4,29.5,18.0,1.84,16.67,2025-06-02
AP20250602021066,S11458,Waterloo,small_satchel,ATL,25.8,19.4,2.9,0.39,1.45,2025-06-02
AP20250602021067,S11459,Waterloo,medium_parcel,ATL,43.8,38.1,25.4,5.62,42.39,2025-06-02
AP20250602021068,S11459,Waterloo,extra_large,CARD,86.8,55.5,44.3,18.08,213.41,2025-06-02
AP20250602021069,S11460,Waterloo,small_satchel,ATL,26.5,16.7,3.3,0.41,1.46,2025-06-02
AP20250602021070,S11460,Waterloo,small_parcel,SIG,33.0,25.4,17.9,1.89,15.0,2025-06-02
AP20250602021071,S11461,Waterloo,large_parcel,SIG,57.1,41.6,38.0,10.72,90.26,2025-06-02
AP20250602021072,S11462,Waterloo,small_parcel,SIG,35.1,28.2,19.0,2.0,18.81,2025-06-02
AP20250602021073,S11462,Waterloo,small_satchel,CARD,25.7,19.2,3.1,0.46,1.53,2025-06-02
AP20250602021074,S11462,Waterloo,small_parcel,SIG,32.3,29.3,16.5,1.7,15.62,2025-06-02
AP20250602021075,S11463,Waterloo,small_satchel,ATL,26.5,19.2,3.0,0.34,1.53,2025-06-02
AP20250602021076,S11463,Waterloo,small_parcel,ATL,34.3,25.9,19.3,2.16,17.15,2025-06-02
AP20250602021077,S11463,Waterloo,medium_parcel,SIG,45.0,34.2,23.3,4.47,35.86,2025-06-02
AP20250602021078,S11464,Waterloo,small_parcel,ATL,34.0,29.4,18.2,2.17,18.19,2025-06-02
AP20250602021079,S11464,Waterloo,small_parcel,CARD,30.2,26.5,17.6,2.12,14.09,2025-06-02
AP20250602021080,S11464,Waterloo,small_satchel,SIG,25.8,17.3,2.9,0.42,1.29,2025-06-02
AP20250602021081,S11464,Waterloo,medium_satchel,ATL,34.6,21.4,6.5,0.96,4.81,2025-06-02
AP20250602021082,S11465,Waterloo,small_satchel,CARD,25.1,19.6,2.8,0.43,1.38,2025-06-02
AP20250602021083,S11465,Waterloo,small_parcel,SIG,34.6,27.3,17.0,1.91,16.06,2025-06-02
AP20250602021084,S11465,Waterloo,small_parcel,ATL,29.5,28.0,17.8,1.8,14.7,2025-06-02
AP20250602021085,S11465,Waterloo,small_satchel,ATL,27.1,17.5,3.0,0.4,1.42,2025-06-02
AP20250602021086,S11466,Waterloo,small_satchel,ATL,26.0,17.7,2.9,0.37,1.33,2025-06-02
AP20250602021087,S11467,Waterloo,medium_satchel,CARD,32.9,24.1,6.2,0.78,4.92,2025-06-02
AP20250602021088,S11468,Waterloo,small_satchel,ATL,23.0,19.3,3.1,0.4,1.38,2025-06-02
AP20250602021089,S11469,Waterloo,small_parcel,CARD,30.9,26.7,18.3,2.18,15.1,2025-06-02
AP20250602021090,S11469,Waterloo,extra_large,CARD,78.2,57.7,41.2,16.67,185.9,2025-06-02
AP20250602021091,S11470,Waterloo,small_parcel,ATL,33.6,26.8,17.8,2.03,16.03,2025-06-02
AP20250602021092,S11471,Waterloo,medium_satchel,ATL,31.0,20.9,5.7,1.03,3.69,2025-06-02
AP20250602021093,S11472,Waterloo,extra_large,ATL,77.1,62.9,36.9,18.04,178.95,2025-06-02
AP20250602021094,S11473,Waterloo,medium_parcel,ATL,46.3,34.2,25.7,4.56,40.69,2025-06-02
AP20250602021095,S11474,Waterloo,medium_parcel,SIG,46.3,37.7,27.4,5.53,47.83,2025-06-02
AP20250602021096,S11475,Waterloo,medium_parcel,CARD,48.5,32.9,25.1,5.16,40.05,2025-06-02
AP20250602021097,S11476,Waterloo,small_satchel,ATL,24.8,16.8,3.3,0.39,1.37,2025-06-02
AP20250602021098,S11477,Waterloo,large_parcel,SIG,55.2,42.7,31.6,10.97,74.48,2025-06-02
AP20250602021099,S11478,Waterloo,small_satchel,ATL,27.2,18.6,3.0,0.44,1.52,2025-06-02
AP20250602021100,S11479,Waterloo,small_parcel,CARD,34.3,27.9,17.5,1.95,16.75,2025-06-02
AP20250602021101,S11480,Waterloo,medium_satchel,SIG,31.8,21.9,6.7,1.01,4.67,2025-06-02
AP20250602021102,S11480,Waterloo,small_satchel,ATL,24.3,16.6,3.0,0.42,1.21,2025-06-02
AP20250602021103,S11481,Waterloo,medium_satchel,ATL,30.9,22.9,6.7,0.96,4.74,2025-06-02
AP20250602021104,S11482,Waterloo,small_parcel,ATL,30.3,29.2,19.8,2.0,17.52,2025-06-02
AP20250602021105,S11482,Waterloo,small_satchel,ATL,24.4,17.7,3.3,0.4,1.43,2025-06-02
AP20250602021106,S11482,Waterloo,small_satchel,ATL,26.8,17.3,3.3,0.35,1.53,2025-06-02
AP20250602021107,S11482,Waterloo,large_parcel,ATL,57.5,43.6,34.4,10.88,86.24,2025-06-02
AP20250602021108,S11482,Waterloo,small_satchel,ATL,26.6,17.4,3.3,0.39,1.53,2025-06-02
AP20250602021109,S11482,Waterloo,large_parcel,SIG,55.7,43.6,34.5,10.85,83.78,2025-06-02
AP20250602021110,S11483,Waterloo,small_satchel,SIG,23.2,17.0,3.1,0.35,1.22,2025-06-02
AP20250602021111,S11483,Waterloo,extra_large,SIG,86.1,61.4,43.3,20.51,228.91,2025-06-02
AP20250602021112,S11483,Waterloo,small_satchel,CARD,25.9,18.5,3.3,0.36,1.58,2025-06-02
AP20250602021113,S11483,Waterloo,medium_parcel,CARD,43.8,33.7,25.5,5.28,37.64,2025-06-02
AP20250602021114,S11484,Waterloo,medium_parcel,ATL,47.4,38.2,26.5,4.49,47.98,2025-06-02
AP20250602021115,S11485,Waterloo,small_satchel,ATL,27.3,17.4,3.3,0.41,1.57,2025-06-02
AP20250602021116,S11485,Waterloo,small_satchel,CARD,25.8,16.6,2.7,0.39,1.16,2025-06-02
AP20250602021117,S11485,Waterloo,small_parcel,ATL,32.9,28.3,19.0,1.9,17.69,2025-06-02
AP20250602021118,S11486,Waterloo,small_satchel,SIG,26.1,19.7,3.3,0.44,1.7,2025-06-02
AP20250602021119,S11486,Waterloo,small_parcel,ATL,31.7,25.1,16.6,1.91,13.21,2025-06-02
AP20250602021120,S11487,Waterloo,small_satchel,ATL,25.4,17.7,2.9,0.43,1.3,2025-06-02
AP20250602021121,S11487,Waterloo,extra_large,ATL,83.6,61.8,40.2,18.66,207.69,2025-06-02
AP20250602021122,S11487,Waterloo,small_parcel,ATL,33.5,28.1,17.0,1.97,16.0,2025-06-02
AP20250602021123,S11487,Waterloo,small_satchel,SIG,24.0,18.3,2.8,0.36,1.23,2025-06-02
AP20250602021124,S11487,Waterloo,small_satchel,ATL,25.3,17.2,3.0,0.38,1.31,2025-06-02
AP20250602021125,S11487,Waterloo,medium_satchel,ATL,32.6,20.3,6.1,0.82,4.04,2025-06-02
AP20250602021126,S11488,Waterloo,medium_satchel,SIG,34.5,20.8,5.4,1.0,3.88,2025-06-02
AP20250602021127,S11489,Waterloo,small_satchel,ATL,25.6,19.7,3.0,0.43,1.51,2025-06-02
AP20250602021128,S11489,Waterloo,small_parcel,ATL,31.3,27.9,17.4,2.04,15.19,2025-06-02
AP20250602021129,S11489,Waterloo,medium_satchel,ATL,31.3,23.7,6.1,0.78,4.53,2025-06-02
AP20250602021130,S11489,Waterloo,small_satchel,ATL,23.5,17.1,2.9,0.45,1.17,2025-06-02
AP20250602021131,S11489,Waterloo,extra_large,ATL,81.7,58.2,37.4,18.9,177.83,2025-06-02
AP20250602021132,S11490,Waterloo,small_satchel,ATL,27.3,19.2,3.3,0.4,1.73,2025-06-02
AP20250602021133,S11491,Waterloo,small_satchel,SIG,26.7,16.6,2.7,0.45,1.2,2025-06-02
AP20250602021134,S11492,Waterloo,small_satchel,ATL,27.5,17.8,3.2,0.44,1.57,2025-06-02
AP20250602021135,S11492,Waterloo,small_satchel,ATL,26.5,17.9,3.1,0.41,1.47,2025-06-02
AP20250602021136,S11492,Waterloo,medium_satchel,ATL,32.5,23.1,6.6,0.84,4.95,2025-06-02
AP20250602021137,S11492,Waterloo,small_satchel,SIG,26.8,17.5,2.8,0.36,1.31,2025-06-02
AP20250602021138,S11492,Waterloo,small_parcel,ATL,30.8,29.0,17.8,2.09,15.9,2025-06-02
AP20250602021139,S11493,Waterloo,small_satchel,ATL,24.9,17.8,2.9,0.39,1.29,2025-06-02
AP20250602021140,S11494,Waterloo,medium_parcel,ATL,48.3,37.6,23.2,5.61,42.13,2025-06-02
AP20250602021141,S11495,Waterloo,small_parcel,ATL,29.7,28.8,19.1,2.06,16.34,2025-06-02
AP20250602021142,S11495,Waterloo,extra_large,CARD,80.2,64.8,43.9,16.15,228.15,2025-06-02
AP20250602021143,S11495,Waterloo,small_satchel,ATL,25.6,17.5,2.7,0.35,1.21,2025-06-02
AP20250602021144,S11495,Waterloo,small_parcel,ATL,33.5,29.4,17.3,1.97,17.04,2025-06-02
AP20250602021145,S11495,Waterloo,small_parcel,SIG,29.9,26.9,16.8,2.15,13.51,2025-06-02
AP20250602021146,S11496,Waterloo,extra_large,CARD,85.8,64.6,39.8,15.35,220.6,2025-06-02
AP20250602021147,S11496,Waterloo,small_satchel,CARD,23.8,17.0,3.3,0.42,1.34,2025-06-02
AP20250602021148,S11496,Waterloo,small_satchel,ATL,24.3,19.6,3.0,0.36,1.43,2025-06-02
AP20250602021149,S11497,Waterloo,large_parcel,ATL,58.1,46.7,36.7,8.74,99.58,2025-06-02
AP20250602021150,S11497,Waterloo,medium_satchel,SIG,34.3,20.3,6.3,0.8,4.39,2025-06-02
AP20250602021151,S11498,Waterloo,small_parcel,CARD,34.1,28.0,19.5,2.24,18.62,2025-06-02
AP20250602021152,S11499,Waterloo,small_satchel,CARD,26.2,16.7,2.8,0.35,1.23,2025-06-02
AP20250602021153,S11499,Waterloo,small_satchel,ATL,25.7,18.3,2.9,0.44,1.36,2025-06-02
AP20250602021154,S11499,Waterloo,medium_satchel,ATL,31.9,23.3,6.2,0.82,4.61,2025-06-02
AP20250602021155,S11499,Waterloo,medium_parcel,CARD,46.8,37.4,25.5,5.66,44.63,2025-06-02
AP20250602021156,S11500,Waterloo,small_satchel,SIG,23.9,17.3,3.2,0.4,1.32,2025-06-02
AP20250602021157,S11500,Waterloo,small_satchel,ATL,23.4,16.8,2.9,0.4,1.14,2025-06-02
AP20250602021158,S11500,Waterloo,medium_satchel,SIG,35.1,20.7,5.5,0.83,4.0,2025-06-02
AP20250602021159,S11500,Waterloo,medium_parcel,ATL,48.1,37.9,24.3,4.98,44.3,2025-06-02
AP20250602021160,S11500,Waterloo,large_parcel,ATL,64.2,42.4,32.2,9.09,87.65,2025-06-02
AP20250602021161,S11500,Waterloo,medium_satchel,ATL,31.0,21.8,6.5,1.01,4.39,2025-06-02
AP20250602021162,S11501,Waterloo,small_parcel,ATL,31.7,26.8,18.9,2.07,16.06,2025-06-02
AP20250602021163,S11502,Waterloo,medium_parcel,ATL,49.0,34.0,25.6,5.36,42.65,2025-06-02
AP20250602021164,S11503,Waterloo,medium_satchel,SIG,32.3,20.2,6.0,0.89,3.91,2025-06-02
AP20250602021165,S11503,Waterloo,medium_parcel,CARD,44.9,37.2,25.6,5.4,42.76,2025-06-02
AP20250602021166,S11503,Waterloo,medium_parcel,CARD,47.8,36.9,23.2,4.51,40.92,2025-06-02
AP20250602021167,S11504,Waterloo,medium_satchel,SIG,31.2,20.7,6.4,0.97,4.13,2025-06-02
AP20250602021168,S11504,Waterloo,small_parcel,ATL,33.7,27.2,20.0,1.84,18.33,2025-06-02
