sim_id,on_road_saving_s,zs_pre_route_saving_s,zs_total_saving_s,zs_saving_min,hc_pre_route_saving_s,hc_total_saving_s,hc_saving_min
7726,2281.8,2765.9,5047.7,84.13,1030.4,2399.5,39.99
7727,2467.4,6306.5,8773.9,146.23,4129.6,5610.0,93.5
7728,1944.4,4139.0,6083.5,101.39,2115.9,3282.6,54.71
7729,769.7,4785.0,5554.7,92.58,3194.7,3656.5,60.94
7730,1852.2,6562.4,8414.7,140.24,4977.9,6089.2,101.49
7731,2150.5,7210.0,9360.4,156.01,5051.6,6341.9,105.7
7732,1488.7,3711.6,5200.3,86.67,985.3,1878.5,31.31
7733,128.9,6325.6,6454.5,107.57,4060.6,4138.0,68.97
7734,1224.0,4945.4,6169.4,102.82,3087.5,3822.0,63.7
7735,1722.6,5965.9,7688.4,128.14,4033.9,5067.4,84.46
7736,1168.9,3299.2,4468.1,74.47,1377.9,2079.3,34.65
7737,1981.2,5745.7,7726.9,128.78,3782.4,4971.1,82.85
7738,1048.2,3231.8,4280.0,71.33,1121.5,1750.4,29.17
7739,978.7,5990.9,6969.6,116.16,3916.7,4504.0,75.07
7740,1321.6,6285.8,7607.4,126.79,4427.7,5220.7,87.01
7741,1416.1,6218.6,7634.7,127.24,3682.5,4532.2,75.54
7742,1400.2,5834.5,7234.7,120.58,4945.0,5785.2,96.42
7743,2566.4,4842.5,7408.9,123.48,3875.0,5414.8,90.25
7744,438.9,7159.8,7598.7,126.65,5570.0,5833.4,97.22
7745,2055.3,4722.8,6778.1,112.97,2044.6,3277.8,54.63
7746,572.8,4995.1,5567.9,92.8,3133.0,3476.7,57.95
7747,1210.0,6527.2,7737.2,128.95,5067.7,5793.7,96.56
7748,1639.5,5879.4,7518.9,125.31,4380.0,5363.7,89.4
7749,3677.9,6879.0,10556.8,175.95,4829.3,7036.0,117.27
7750,913.6,5807.4,6721.1,112.02,2610.1,3158.3,52.64
7751,1621.3,4348.5,5969.8,99.5,1935.0,2907.8,48.46
7752,1417.4,4602.1,6019.5,100.33,2375.1,3225.6,53.76
7753,1278.6,5577.6,6856.3,114.27,3932.1,4699.3,78.32
7754,704.3,6801.3,7505.6,125.09,4525.8,4948.4,82.47
7755,1156.4,5193.5,6350.0,105.83,3589.2,4283.1,71.39
7756,2102.2,5065.8,7168.0,119.47,2866.5,4127.9,68.8
7757,2446.5,3729.6,6176.1,102.93,1533.2,3001.1,50.02
7758,1721.1,4550.9,6272.0,104.53,2881.0,3913.7,65.23
7759,835.0,3305.2,4140.2,69.0,599.5,1100.5,18.34
7760,2549.9,6383.0,8932.8,148.88,4529.1,6059.0,100.98
7761,530.8,6344.8,6875.6,114.59,3402.0,3720.5,62.01
7762,911.8,6609.8,7521.6,125.36,3827.0,4374.0,72.9
7763,1973.1,6194.2,8167.3,136.12,4261.0,5444.9,90.75
7764,1355.6,4677.8,6033.3,100.56,2070.9,2884.3,48.07
7765,1116.3,7298.8,8415.2,140.25,5142.2,5812.0,96.87
7766,486.9,6811.3,7298.3,121.64,4440.3,4732.4,78.87
7767,1734.9,4433.2,6168.1,102.8,1578.4,2619.3,43.66
7768,1130.7,5009.5,6140.1,102.34,2959.1,3637.5,60.63
7769,2711.6,5560.4,8272.0,137.87,2614.9,4241.8,70.7
7770,485.5,6634.9,7120.4,118.67,4416.5,4707.8,78.46
7771,640.0,4512.0,5152.0,85.87,2286.5,2670.5,44.51
7772,720.0,5954.4,6674.5,111.24,4079.8,4511.8,75.2
7773,899.0,5829.7,6728.7,112.15,4143.3,4682.7,78.05
7774,2104.8,5095.0,7199.8,120.0,3040.0,4302.9,71.71
7775,753.5,5633.5,6387.1,106.45,3009.2,3461.3,57.69
7776,577.8,3865.5,4443.3,74.05,2513.6,2860.3,47.67
7777,2683.7,4005.9,6689.6,111.49,1048.2,2658.4,44.31
7778,-107.2,5751.8,5644.6,94.08,3990.4,3926.1,65.43
7779,2428.4,6052.0,8480.3,141.34,3604.3,5061.3,84.35
7780,2204.6,3239.2,5443.9,90.73,766.2,2089.0,34.82
7781,1705.4,4942.9,6648.3,110.8,2888.0,3911.3,65.19
7782,1410.4,7788.8,9199.2,153.32,5324.6,6170.8,102.85
7783,2149.0,7724.3,9873.3,164.56,5913.7,7203.1,120.05
7784,1617.2,6804.9,8422.2,140.37,5002.5,5972.9,99.55
7785,389.8,5630.7,6020.5,100.34,3624.3,3858.1,64.3
7786,1257.2,4734.2,5991.4,99.86,3445.7,4200.0,70.0
7787,2450.1,5986.4,8436.5,140.61,3494.6,4964.7,82.75
7788,1165.4,5629.5,6794.9,113.25,3239.0,3938.2,65.64
7789,1184.4,4051.3,5235.7,87.26,1957.9,2668.6,44.48
7790,2028.6,6657.0,8685.6,144.76,3970.7,5187.8,86.46
7791,1062.2,4030.5,5092.7,84.88,2151.5,2788.9,46.48
7792,580.9,3030.7,3611.6,60.19,1625.3,1973.9,32.9
7793,1853.5,6644.8,8498.3,141.64,4277.3,5389.4,89.82
7794,2482.2,6653.3,9135.5,152.26,4417.7,5907.0,98.45
7795,1149.0,4413.5,5562.5,92.71,2001.4,2690.8,44.85
7796,965.1,6801.9,7767.0,129.45,3755.5,4334.6,72.24
7797,1823.7,5606.1,7429.8,123.83,3678.7,4772.9,79.55
7798,1717.3,3500.8,5218.1,86.97,1407.0,2437.4,40.62
7799,671.5,6450.8,7122.3,118.7,3963.8,4366.7,72.78
7800,603.2,4470.8,5074.0,84.57,2035.6,2397.5,39.96
7801,1503.7,4404.8,5908.4,98.47,2542.7,3444.9,57.42
7802,1782.7,7157.9,8940.6,149.01,4193.7,5263.3,87.72
7803,1005.7,5009.2,6014.9,100.25,3351.8,3955.2,65.92
7804,3373.0,5266.6,8639.6,143.99,4143.9,6167.6,102.79
7805,1743.7,7183.9,8927.6,148.79,5522.1,6568.3,109.47
7806,1668.6,2957.5,4626.1,77.1,1215.1,2216.2,36.94
7807,930.2,4750.0,5680.2,94.67,2190.4,2748.6,45.81
7808,2425.2,6347.4,8772.5,146.21,4160.0,5615.1,93.58
7809,1828.7,2213.8,4042.5,67.38,-40.7,1056.5,17.61
7810,2196.7,5595.8,7792.5,129.88,2977.3,4295.3,71.59
7811,2112.0,4288.2,6400.2,106.67,1223.9,2491.1,41.52
7812,1477.2,5605.8,7082.9,118.05,3494.0,4380.3,73.0
7813,1779.1,3317.1,5096.2,84.94,724.7,1792.1,29.87
7814,1090.4,4709.3,5799.7,96.66,3255.3,3909.6,65.16
7815,2815.9,3238.4,6054.3,100.91,2076.6,3766.1,62.77
7816,1641.2,3919.8,5560.9,92.68,2431.7,3416.4,56.94
7817,3240.8,5103.0,8343.9,139.06,3162.5,5107.0,85.12
7818,1048.5,3358.4,4406.9,73.45,1743.0,2372.1,39.53
7819,1171.5,6738.5,7910.0,131.83,5533.8,6236.7,103.94
7820,1636.7,5598.2,7234.9,120.58,3981.0,4963.0,82.72
7821,1168.4,7191.5,8360.0,139.33,5417.6,6118.6,101.98
7822,1939.4,4698.0,6637.4,110.62,3110.8,4274.5,71.24
7823,1725.0,4935.1,6660.1,111.0,3018.5,4053.5,67.56
7824,1288.8,4567.1,5855.9,97.6,2134.7,2908.0,48.47
7825,1557.1,7225.5,8782.6,146.38,4649.9,5584.2,93.07
7826,1545.8,7221.9,8767.7,146.13,5296.4,6223.9,103.73
7827,11.3,4774.9,4786.2,79.77,3172.9,3179.7,52.99
7828,1373.3,4894.5,6267.8,104.46,2530.2,3354.2,55.9
7829,1209.0,2893.6,4102.6,68.38,551.9,1277.3,21.29
7830,1750.0,3072.7,4822.7,80.38,1322.3,2372.3,39.54
7831,1583.9,5208.3,6792.2,113.2,3127.7,4078.0,67.97
7832,2260.4,4667.1,6927.5,115.46,1464.6,2820.9,47.01
7833,1606.6,4854.8,6461.4,107.69,3306.8,4270.8,71.18
7834,996.4,6284.3,7280.8,121.35,3594.8,4192.6,69.88
7835,3168.5,6728.5,9896.9,164.95,4713.8,6614.9,110.25
7836,2774.3,6908.4,9682.7,161.38,4568.7,6233.3,103.89
7837,527.9,4562.5,5090.4,84.84,2848.3,3165.1,52.75
7838,823.4,4389.0,5212.5,86.87,2347.5,2841.6,47.36
7839,1781.9,6370.5,8152.5,135.87,4474.3,5543.5,92.39
7840,2382.8,5037.1,7419.9,123.66,2410.6,3840.2,64.0
7841,2086.4,4077.6,6164.1,102.73,2234.4,3486.3,58.1
7842,954.5,6147.2,7101.7,118.36,4336.2,4909.0,81.82
7843,911.4,5208.3,6119.7,102.0,3534.7,4081.6,68.03
7844,2701.5,4987.9,7689.3,128.16,2882.0,4502.9,75.05
7845,2304.0,3337.3,5641.3,94.02,1257.9,2640.3,44.0
7846,1933.4,3203.4,5136.7,85.61,498.9,1658.9,27.65
7847,1785.7,5270.6,7056.3,117.6,2687.6,3759.1,62.65
7848,3232.1,5680.0,8912.1,148.53,3257.7,5197.0,86.62
7849,2702.7,5975.9,8678.6,144.64,4636.6,6258.2,104.3
7850,632.8,6616.3,7249.1,120.82,4202.7,4582.3,76.37
7851,1800.9,7743.0,9543.9,159.06,4947.6,6028.1,100.47
7852,1318.6,5907.0,7225.6,120.43,4329.4,5120.5,85.34
7853,2702.5,5568.5,8271.0,137.85,3571.8,5193.3,86.55
7854,1580.9,6063.1,7644.1,127.4,4485.3,5433.9,90.56
7855,1169.6,6617.8,7787.4,129.79,4666.5,5368.2,89.47
7856,577.1,5447.4,6024.4,100.41,3601.0,3947.3,65.79
7857,2616.3,7471.0,10087.3,168.12,5450.5,7020.3,117.0
7858,825.9,4821.5,5647.4,94.12,2730.2,3225.7,53.76
7859,1318.5,5433.5,6752.0,112.53,3092.5,3883.6,64.73
7860,2137.1,5142.3,7279.5,121.32,3018.1,4300.3,71.67
7861,619.0,4720.7,5339.6,88.99,2662.5,3033.8,50.56
7862,2083.9,4912.5,6996.3,116.61,3265.9,4516.2,75.27
7863,1327.3,4953.0,6280.4,104.67,2971.3,3767.7,62.79
7864,859.4,4100.7,4960.2,82.67,1606.8,2122.5,35.37
7865,1867.8,5816.0,7683.8,128.06,3788.5,4909.2,81.82
7866,518.8,4965.5,5484.3,91.4,2981.0,3292.3,54.87
7867,2039.4,6581.7,8621.1,143.69,5140.8,6364.5,106.07
7868,1298.8,5519.0,6817.8,113.63,4142.2,4921.5,82.03
7869,3017.9,5809.9,8827.8,147.13,3611.0,5421.8,90.36
7870,2284.6,4917.1,7201.6,120.03,2985.9,4356.6,72.61
7871,1168.4,5854.5,7023.0,117.05,4225.1,4926.1,82.1
7872,1886.5,3972.4,5858.9,97.65,2124.0,3255.9,54.26
7873,1351.5,7104.8,8456.3,140.94,5094.2,5905.1,98.42
7874,1593.8,3672.0,5265.7,87.76,1411.6,2367.8,39.46
7875,2035.3,3594.4,5629.7,93.83,1864.9,3086.1,51.43
7876,1900.8,5446.0,7346.8,122.45,2908.8,4049.2,67.49
7877,2154.9,6625.8,8780.7,146.34,3271.0,4563.9,76.06
7878,1005.9,2058.6,3064.5,51.07,-297.0,306.6,5.11
7879,2014.2,5327.4,7341.6,122.36,3689.8,4898.3,81.64
7880,2239.0,5600.1,7839.1,130.65,4052.0,5395.4,89.92
7881,1441.2,5841.9,7283.2,121.39,3570.3,4435.0,73.92
7882,662.4,5777.6,6440.1,107.33,3093.6,3491.1,58.18
7883,2011.7,2882.5,4894.2,81.57,1396.4,2603.4,43.39
7884,553.5,5324.5,5878.0,97.97,2853.8,3185.9,53.1
7885,1590.4,4252.3,5842.7,97.38,2505.6,3459.9,57.67
7886,2241.1,5858.3,8099.4,134.99,3523.3,4868.0,81.13
7887,1470.7,5548.3,7018.9,116.98,2529.2,3411.6,56.86
7888,1463.2,2486.4,3949.6,65.83,904.7,1782.6,29.71
7889,2093.0,3816.5,5909.5,98.49,2308.1,3563.9,59.4
7890,883.5,4926.0,5809.5,96.82,2800.8,3330.9,55.51
7891,3543.5,4863.4,8406.9,140.11,2257.3,4383.4,73.06
7892,810.7,4789.6,5600.3,93.34,2660.9,3147.4,52.46
7893,2267.5,7006.0,9273.5,154.56,5100.9,6461.4,107.69
7894,1985.5,3162.8,5148.3,85.81,1322.5,2513.8,41.9
7895,1514.5,5497.6,7012.1,116.87,3551.1,4459.8,74.33
7896,1755.6,6706.3,8461.9,141.03,4836.9,5890.3,98.17
7897,2113.1,6244.4,8357.6,139.29,4273.3,5541.2,92.35
7898,2759.9,3535.0,6294.9,104.92,1009.2,2665.2,44.42
7899,1554.6,4038.2,5592.9,93.21,2048.5,2981.2,49.69
7900,1524.9,4662.4,6187.4,103.12,2076.3,2991.3,49.85
7901,1296.3,5518.6,6814.9,113.58,3357.4,4135.2,68.92
7902,93.7,6414.0,6507.6,108.46,4533.6,4589.8,76.5
7903,713.1,5925.6,6638.8,110.65,3805.4,4233.3,70.55
7904,1212.0,4033.0,5245.0,87.42,1916.5,2643.8,44.06
7905,1428.6,5011.9,6440.5,107.34,3155.3,4012.4,66.87
7906,1527.0,6382.9,7909.9,131.83,3014.5,3930.7,65.51
7907,1250.6,2759.7,4010.3,66.84,1119.6,1869.9,31.17
7908,1652.5,5547.3,7199.8,120.0,4100.8,5092.3,84.87
7909,638.2,5660.6,6298.8,104.98,3970.4,4353.3,72.56
7910,1285.4,4708.9,5994.3,99.9,2616.2,3387.5,56.46
7911,1860.2,6921.3,8781.5,146.36,4362.5,5478.6,91.31
7912,1604.3,5231.4,6835.7,113.93,3727.4,4690.0,78.17
7913,1649.8,7562.8,9212.6,153.54,6702.2,7692.1,128.2
7914,840.0,3678.4,4518.4,75.31,1026.4,1530.4,25.51
7915,1061.5,3115.4,4177.0,69.62,1008.9,1645.8,27.43
7916,1238.2,4854.0,6092.1,101.54,3313.1,4056.0,67.6
7917,1203.0,6922.6,8125.6,135.43,3993.9,4715.7,78.59
7918,1245.1,4510.7,5755.7,95.93,2762.1,3509.1,58.49
7919,1013.5,7135.5,8149.0,135.82,5098.9,5707.0,95.12
7920,1478.9,3674.2,5153.1,85.88,1861.1,2748.4,45.81
7921,1066.4,4779.0,5845.4,97.42,2500.1,3139.9,52.33
7922,1554.0,3167.4,4721.5,78.69,1213.5,2146.0,35.77
7923,2019.4,3307.9,5327.3,88.79,1551.3,2762.9,46.05
7924,1041.0,6820.6,7861.6,131.03,4146.5,4771.1,79.52
7925,612.0,4860.9,5472.9,91.22,2433.5,2800.7,46.68
7926,2189.2,4481.1,6670.2,111.17,1826.6,3140.1,52.33
7927,1588.0,5791.7,7379.7,122.99,3781.5,4734.3,78.9
7928,919.7,3812.2,4731.9,78.86,1498.8,2050.6,34.18
7929,2904.7,7070.4,9975.0,166.25,4556.9,6299.7,104.99
7930,2271.4,6247.9,8519.3,141.99,4366.3,5729.2,95.49
7931,818.7,3138.0,3956.8,65.95,775.0,1266.3,21.1
7932,1260.6,4942.8,6203.4,103.39,2493.0,3249.4,54.16
7933,1564.1,6058.8,7622.9,127.05,4581.9,5520.4,92.01
7934,1357.3,6264.5,7621.8,127.03,3824.6,4639.0,77.32
7935,2058.9,5435.0,7493.9,124.9,4634.2,5869.5,97.82
7936,1492.1,6581.0,8073.0,134.55,3688.9,4584.1,76.4
7937,2182.0,6810.5,8992.6,149.88,4829.1,6138.3,102.31
7938,1442.3,5552.0,6994.3,116.57,3257.0,4122.3,68.71
7939,1694.6,5384.8,7079.4,117.99,2579.0,3595.8,59.93
7940,1482.9,7731.6,9214.6,153.58,6188.7,7078.4,117.97
7941,1158.0,5968.5,7126.5,118.78,3815.3,4510.1,75.17
7942,1899.4,7330.9,9230.3,153.84,4966.9,6106.5,101.78
7943,1138.4,6531.6,7670.0,127.83,3837.0,4520.0,75.33
7944,2727.4,5265.5,7992.8,133.21,2362.8,3999.2,66.65
7945,1383.8,6403.2,7787.0,129.78,4400.5,5230.8,87.18
7946,2220.4,6294.6,8515.0,141.92,4659.2,5991.4,99.86
7947,904.4,6173.5,7077.8,117.96,4232.2,4774.8,79.58
7948,2341.2,3332.5,5673.7,94.56,835.5,2240.2,37.34
7949,1525.8,6944.7,8470.5,141.17,4552.3,5467.7,91.13
7950,1406.1,3170.4,4576.5,76.27,1136.9,1980.6,33.01
7951,1331.3,5782.5,7113.8,118.56,2827.0,3625.8,60.43
7952,1062.5,7712.6,8775.1,146.25,5696.2,6333.7,105.56
7953,1878.4,4264.5,6142.9,102.38,1635.9,2762.9,46.05
7954,1430.0,3482.5,4912.5,81.88,879.9,1737.9,28.97
7955,1326.3,6466.1,7792.4,129.87,4893.2,5689.0,94.82
7956,2006.0,6657.7,8663.8,144.4,5094.4,6298.0,104.97
7957,3945.1,5630.0,9575.1,159.58,3253.0,5620.0,93.67
7958,1650.1,5652.0,7302.1,121.7,3096.1,4086.2,68.1
7959,1391.8,4434.0,5825.8,97.1,2080.3,2915.4,48.59
7960,604.7,7636.0,8240.7,137.34,5629.9,5992.7,99.88
7961,1912.6,6267.6,8180.2,136.34,3245.9,4393.4,73.22
7962,1580.1,3916.1,5496.2,91.6,1337.8,2285.8,38.1
7963,1721.2,5688.5,7409.7,123.49,2991.8,4024.5,67.07
7964,739.5,4384.1,5123.6,85.39,2329.9,2773.6,46.23
7965,1971.2,3603.6,5574.8,92.91,637.2,1819.9,30.33
7966,603.4,2514.5,3117.9,51.96,117.4,479.4,7.99
7967,-74.6,6930.3,6855.7,114.26,5493.9,5449.1,90.82
7968,-144.4,5233.4,5089.1,84.82,3369.1,3282.4,54.71
7969,1451.7,4892.3,6344.0,105.73,3436.4,4307.4,71.79
7970,2201.7,4532.6,6734.3,112.24,2855.0,4176.0,69.6
7971,1016.3,5108.5,6124.8,102.08,2883.5,3493.3,58.22
7972,1402.6,6503.7,7906.3,131.77,3907.4,4749.0,79.15
7973,1318.1,5593.2,6911.3,115.19,3317.7,4108.6,68.48
7974,1878.2,6797.7,8675.9,144.6,4466.4,5593.4,93.22
7975,1637.0,5259.9,6896.9,114.95,3665.2,4647.4,77.46
7976,1198.5,5927.7,7126.3,118.77,3824.0,4543.1,75.72
7977,1104.6,4070.8,5175.4,86.26,2509.8,3172.5,52.88
7978,1946.4,5986.3,7932.6,132.21,3944.5,5112.3,85.2
7979,2302.3,7145.6,9447.9,157.47,5121.5,6502.9,108.38
7980,2517.6,5860.9,8378.6,139.64,2629.0,4139.6,68.99
7981,1391.4,3007.8,4399.2,73.32,2080.4,2915.3,48.59
7982,2784.5,5686.1,8470.6,141.18,3728.3,5399.0,89.98
7983,933.1,5509.0,6442.1,107.37,3622.3,4182.2,69.7
7984,495.3,5796.4,6291.8,104.86,4418.4,4715.6,78.59
7985,1557.3,7525.5,9082.9,151.38,4590.5,5524.9,92.08
7986,1176.3,3493.8,4670.1,77.84,1755.4,2461.2,41.02
7987,1864.6,2965.7,4830.2,80.5,776.5,1895.2,31.59
7988,1351.2,2973.8,4325.0,72.08,858.1,1668.8,27.81
7989,2053.5,4157.5,6211.0,103.52,2140.3,3372.3,56.21
7990,1358.6,3475.9,4834.6,80.58,836.0,1651.2,27.52
7991,2523.9,2931.3,5455.2,90.92,1362.2,2876.6,47.94
7992,2907.4,6186.2,9093.6,151.56,4055.8,5800.2,96.67
7993,292.8,6175.2,6467.9,107.8,3117.6,3293.3,54.89
7994,1588.1,7131.6,8719.7,145.33,4555.9,5508.7,91.81
7995,1635.7,6808.0,8443.7,140.73,3638.2,4619.6,76.99
7996,1382.6,5192.0,6574.6,109.58,3236.5,4066.1,67.77
7997,723.8,7209.9,7933.7,132.23,4276.2,4710.5,78.51
7998,1508.0,6225.8,7733.8,128.9,3214.2,4119.0,68.65
7999,2135.6,4722.1,6857.6,114.29,2950.2,4231.5,70.53
8000,935.2,3814.3,4749.5,79.16,1733.1,2294.2,38.24
8001,1065.6,4707.3,5772.9,96.22,3635.9,4275.2,71.25
8002,1260.1,5727.6,6987.7,116.46,4172.0,4928.0,82.13
8003,985.4,6221.6,7207.0,120.12,4040.2,4631.5,77.19
8004,833.6,3380.3,4213.8,70.23,1372.9,1873.0,31.22
8005,2075.4,5652.9,7728.3,128.81,3890.5,5135.8,85.6
8006,951.4,6176.7,7128.1,118.8,3021.0,3591.9,59.86
8007,982.9,6399.2,7382.1,123.04,4113.3,4703.0,78.38
8008,2296.7,5887.3,8184.0,136.4,3654.6,5032.6,83.88
8009,1292.3,4521.5,5813.8,96.9,2199.3,2974.6,49.58
8010,502.3,4294.9,4797.2,79.95,2414.1,2715.5,45.26
8011,1812.0,4032.8,5844.8,97.41,1886.0,2973.2,49.55
8012,2125.0,4105.4,6230.4,103.84,1613.0,2888.0,48.13
8013,1405.7,5556.9,6962.6,116.04,2671.1,3514.5,58.57
8014,2382.7,5283.8,7666.5,127.78,4347.5,5777.2,96.29
8015,1473.6,5488.2,6961.8,116.03,3151.2,4035.4,67.26
8016,1402.3,5948.6,7350.8,122.51,3645.5,4486.8,74.78
8017,1626.8,4399.7,6026.4,100.44,1391.8,2367.8,39.46
8018,1784.8,7040.2,8825.1,147.08,4728.1,5799.0,96.65
8019,1186.2,3907.4,5093.6,84.89,2187.9,2899.6,48.33
8020,106.7,6192.7,6299.4,104.99,4131.3,4195.3,69.92
8021,2237.4,4695.4,6932.8,115.55,1947.4,3289.9,54.83
8022,1072.2,5170.2,6242.4,104.04,3636.9,4280.3,71.34
8023,752.8,4275.7,5028.5,83.81,2131.8,2583.5,43.06
8024,1839.8,6425.7,8265.6,137.76,3481.8,4585.7,76.43
8025,1518.8,6276.0,7794.9,129.91,4013.8,4925.1,82.09
8026,2653.8,5716.0,8369.8,139.5,3513.6,5105.8,85.1
8027,1885.0,5058.6,6943.5,115.73,2589.0,3720.0,62.0
8028,1882.8,5409.1,7291.9,121.53,3159.4,4289.0,71.48
8029,1635.7,4445.3,6080.9,101.35,2325.5,3306.9,55.11
8030,794.1,5314.4,6108.4,101.81,2786.8,3263.2,54.39
8031,510.6,6536.5,7047.1,117.45,4129.9,4436.2,73.94
8032,1986.5,4918.5,6905.0,115.08,2765.4,3957.3,65.96
8033,2014.9,7258.3,9273.2,154.55,5231.2,6440.2,107.34
8034,599.8,5315.5,5915.3,98.59,3292.0,3651.8,60.86
8035,947.5,5913.0,6860.5,114.34,4345.8,4914.3,81.91
8036,2646.9,3438.8,6085.7,101.43,947.6,2535.7,42.26
8037,1074.2,5940.6,7014.8,116.91,4061.2,4705.7,78.43
8038,-255.6,5815.5,5560.0,92.67,4408.3,4255.0,70.92
8039,950.7,3816.3,4767.0,79.45,1687.6,2258.0,37.63
8040,1704.6,5643.5,7348.1,122.47,3993.0,5015.8,83.6
8041,2233.9,6055.1,8288.9,138.15,4174.2,5514.6,91.91
8042,1917.0,3456.3,5373.3,89.55,566.0,1716.2,28.6
8043,1742.3,5387.5,7129.8,118.83,2603.0,3648.3,60.81
8044,590.8,4389.9,4980.7,83.01,2113.5,2468.0,41.13
8045,784.6,7246.1,8030.7,133.85,5371.9,5842.7,97.38
8046,630.9,6108.6,6739.4,112.32,4700.0,5078.5,84.64
8047,1945.1,6808.7,8753.8,145.9,4987.7,6154.7,102.58
8048,1382.8,6578.5,7961.3,132.69,5275.0,6104.7,101.75
8049,736.2,3245.8,3982.0,66.37,1383.3,1825.1,30.42
8050,628.1,5213.4,5841.5,97.36,3074.4,3451.2,57.52
8051,2227.8,6915.2,9143.1,152.38,4496.5,5833.2,97.22
8052,2028.7,7224.8,9253.5,154.22,5108.2,6325.4,105.42
8053,1004.1,6866.8,7870.9,131.18,5857.2,6459.7,107.66
8054,973.7,5912.0,6885.7,114.76,4746.6,5330.8,88.85
8055,1991.2,3831.7,5822.9,97.05,1772.4,2967.2,49.45
8056,2095.4,6074.9,8170.3,136.17,4465.9,5723.1,95.39
8057,2378.5,6215.9,8594.3,143.24,4086.5,5513.6,91.89
8058,1354.5,5815.8,7170.3,119.5,4400.3,5213.0,86.88
8059,1630.6,4742.7,6373.3,106.22,3218.8,4197.2,69.95
8060,1251.4,7145.9,8397.2,139.95,5095.5,5846.4,97.44
8061,1244.0,7652.4,8896.4,148.27,6300.8,7047.2,117.45
8062,799.8,6877.9,7677.7,127.96,5190.2,5670.0,94.5
8063,1312.0,4968.8,6280.7,104.68,2117.4,2904.6,48.41
8064,1318.4,3624.9,4943.2,82.39,1311.9,2103.0,35.05
8065,2178.9,5526.3,7705.2,128.42,3131.0,4438.3,73.97
8066,576.3,4934.1,5510.4,91.84,3835.4,4181.1,69.69
8067,1955.2,3691.4,5646.6,94.11,1173.0,2346.1,39.1
8068,1078.3,7329.6,8407.9,140.13,5793.9,6440.9,107.35
8069,463.9,7714.3,8178.2,136.3,5425.6,5704.0,95.07
8070,1688.8,3642.9,5331.7,88.86,1710.9,2724.2,45.4
8071,754.5,6315.7,7070.2,117.84,3171.6,3624.3,60.41
8072,405.9,4402.9,4808.8,80.15,2824.8,3068.3,51.14
8073,882.0,4623.7,5505.7,91.76,2171.0,2700.2,45.0
8074,1481.7,3438.4,4920.2,82.0,630.8,1519.8,25.33
8075,2092.4,5631.1,7723.5,128.73,3253.4,4508.8,75.15
8076,763.9,3721.1,4485.0,74.75,1625.6,2083.9,34.73
8077,1182.4,6633.4,7815.9,130.26,4637.7,5347.1,89.12
8078,2346.9,4380.1,6726.9,112.12,2379.8,3787.9,63.13
8079,1703.2,4391.5,6094.7,101.58,2494.9,3516.8,58.61
8080,1200.2,4508.1,5708.3,95.14,2547.3,3267.4,54.46
8081,1227.5,4802.6,6030.1,100.5,2141.4,2877.9,47.97
8082,614.2,6347.0,6961.3,116.02,4414.4,4783.0,79.72
8083,1109.1,5663.8,6772.9,112.88,3331.7,3997.1,66.62
8084,1343.5,4404.7,5748.1,95.8,2449.0,3255.1,54.25
8085,1626.1,6835.4,8461.5,141.03,4332.3,5308.0,88.47
8086,707.0,3976.8,4683.8,78.06,1544.1,1968.3,32.81
8087,1463.8,5981.5,7445.3,124.09,4044.1,4922.3,82.04
8088,351.4,5631.0,5982.4,99.71,3189.4,3400.3,56.67
8089,1663.7,3716.5,5380.3,89.67,1154.0,2152.3,35.87
8090,1486.0,7113.2,8599.1,143.32,5081.1,5972.7,99.54
8091,1741.3,6954.6,8695.9,144.93,4325.6,5370.4,89.51
8092,1925.1,4376.1,6301.1,105.02,1982.1,3137.2,52.29
8093,-107.0,4245.2,4138.2,68.97,2437.6,2373.4,39.56
8094,1544.2,6929.5,8473.7,141.23,5378.0,6304.5,105.07
8095,1542.3,4720.8,6263.1,104.39,2481.0,3406.3,56.77
8096,482.8,7625.9,8108.7,135.15,5796.2,6085.9,101.43
8097,2299.3,6493.7,8793.0,146.55,4769.0,6148.6,102.48
8098,1480.9,3398.2,4879.0,81.32,1945.3,2833.9,47.23
8099,1622.3,6248.3,7870.6,131.18,4334.7,5308.1,88.47
8100,1376.2,6731.8,8108.0,135.13,3849.5,4675.2,77.92
8101,567.9,3183.4,3751.2,62.52,439.4,780.1,13.0
8102,1594.7,2955.2,4549.9,75.83,1261.4,2218.3,36.97
8103,2612.0,2936.6,5548.6,92.48,772.1,2339.3,38.99
8104,1420.7,4477.6,5898.2,98.3,2372.5,3224.9,53.75
8105,279.1,6937.0,7216.0,120.27,4401.8,4569.3,76.15
8106,640.3,4916.5,5556.8,92.61,2680.7,3064.8,51.08
8107,2200.4,3350.8,5551.1,92.52,1464.0,2784.2,46.4
8108,1127.2,6415.6,7542.8,125.71,3877.1,4553.4,75.89
8109,1358.7,5522.3,6881.0,114.68,3997.6,4812.8,80.21
8110,397.8,3076.4,3474.1,57.9,346.6,585.2,9.75
8111,300.9,5776.2,6077.0,101.28,3759.2,3939.7,65.66
8112,2058.2,5166.2,7224.4,120.41,3811.4,5046.3,84.11
8113,1382.1,7166.5,8548.7,142.48,4689.4,5518.7,91.98
8114,2286.0,6628.5,8914.5,148.57,4421.6,5793.2,96.55
